signal_date,strategy,ticker,cmp,entry_min,entry_max,target,stop_loss,volume_ratio,rsi,fill_price,exit_date,exit_reason,pnl_pct,holding_days
2025-11-18,ema_pullback,INDIASHLTR,918.95,918.9500122070312,881.83,955.71,891.38,3.25,57.16,,,stale_entry,,
2025-11-18,ema_pullback,INDIGRID,163.89,163.8921661376953,164.29,170.45,159.41,2.05,52.8,164.1655,2025-11-20,stop_loss,-2.8967,2
2025-11-18,ema_pullback,INDTERRAIN,38.99,38.9900016784668,38.93,40.55,37.82,0.99,54.2,,,stale_entry,,
2025-11-18,ema_pullback,INOXINDIA,1208.1,1208.0999755859375,1212.87,1256.42,1176.84,0.73,52.63,,,not_filled,,
2025-11-18,ema_pullback,INTELLECT,1088.3,1088.300048828125,1094.21,1131.83,1061.7,0.46,52.75,,,stale_entry,,
2025-11-18,ema_pullback,IPCALAB,1422.9,1422.9000244140625,1361.05,1479.82,1380.21,0.82,60.71,,,stale_entry,,
2025-11-18,ema_pullback,IZMO,948.4,948.4000244140624,891.52,986.34,919.95,1.76,56.84,,,stale_entry,,
2025-11-18,ema_pullback,J&KBANK,107.1,107.0999984741211,107.53,111.38,104.34,0.54,52.73,107.1,2025-11-24,stop_loss,-2.577,6
2025-11-18,ema_pullback,JAYNECOIND,75.86,75.86000061035156,75.42,78.89,73.58,0.36,54.75,75.42,2025-11-21,stop_loss,-2.4397,3
2025-11-18,ema_pullback,JUBLPHARMA,1135.2,1135.199951171875,1141.68,1180.61,1107.76,0.82,51.92,,,stale_entry,,
2025-11-18,ema_pullback,KEI,4121.02,4121.0205078125,4123.74,4285.86,4001.25,0.82,53.54,4121.0208,2025-12-03,timeout,0.8653,15
2025-11-18,ema_pullback,KERNEX,1317.8,1317.800048828125,1292.51,1370.51,1278.27,0.49,56.82,,,stale_entry,,
2025-11-18,ema_pullback,KITEX,212.86,212.8600006103516,206.73,221.37,206.47,0.43,57.3,,,stale_entry,,
2025-11-18,ema_pullback,KPRMILL,1118.48,1118.476806640625,1082.32,1163.22,1084.92,2.39,61.21,,,stale_entry,,
2025-11-18,ema_pullback,LAMBODHARA,136.34,136.33999633789062,134.21,141.79,132.25,1.24,57.29,,,stale_entry,,
2025-11-18,ema_pullback,LUMAXIND,5112.2,5112.2001953125,5004.07,5316.69,4958.83,0.33,56.69,,,stale_entry,,
2025-11-18,ema_pullback,MAANALU,138.03,138.02999877929688,137.92,143.55,133.89,0.32,53.51,137.92,2025-11-24,stop_loss,-2.922,6
2025-11-18,ema_pullback,MAHABANK,59.52,59.52495193481445,58.16,61.91,57.74,1.19,58.41,,,stale_entry,,
2025-11-18,ema_pullback,MAHLIFE,393.7,393.7000122070313,394.01,409.45,382.31,0.77,55.09,393.7,2025-11-20,stop_loss,-2.8931,2
2025-11-18,ema_pullback,MARUTI,15930.0,15930.0,16008.13,16567.2,15532.64,1.1,53.17,15950.0,2025-12-03,timeout,0.8276,15
2025-11-18,ema_pullback,MASFIN,316.05,316.0541076660156,310.1,328.7,306.57,1.44,58.98,,,stale_entry,,
2025-11-18,ema_pullback,MUKANDLTD,137.22,137.22000122070312,136.38,142.71,133.1,0.84,53.78,,,stale_entry,,
2025-11-18,ema_pullback,MUTHOOTMF,172.28,172.27999877929688,169.72,179.17,167.11,0.62,57.64,,,stale_entry,,
2025-11-18,ema_pullback,NAVNETEDUL,157.61,157.61000061035156,155.84,163.91,152.88,1.42,54.65,,,stale_entry,,
2025-11-18,ema_pullback,NBCC,114.6,114.6043472290039,114.13,119.19,111.17,0.92,53.95,,,stale_entry,,
2025-11-18,ema_pullback,NESTLEIND,1258.31,1258.30615234375,1267.44,1308.64,1229.79,0.79,55.92,1261.0912,2025-12-03,stop_loss,-2.4821,15
2025-11-18,ema_pullback,ONGC,241.27,241.2724609375,242.21,250.92,235.01,0.85,55.22,241.2725,2025-12-03,stop_loss,-2.5956,15
2025-11-18,ema_pullback,PHOENIXLTD,1724.1,1724.0999755859375,1730.61,1793.06,1679.2,0.55,55.22,1724.1,2025-11-24,stop_loss,-2.6043,6
2025-11-18,ema_pullback,PNBHOUSING,920.0,920.0,914.58,956.8,892.4,1.5,59.43,,,stale_entry,,
2025-11-18,ema_pullback,PNB,122.38,122.37999725341795,121.81,127.28,118.71,0.53,59.63,,,stale_entry,,
2025-11-18,ema_pullback,POLYCAB,7661.0,7661.0,7704.06,7967.44,7475.23,0.91,53.12,7663.0,2025-11-24,stop_loss,-2.4503,6
2025-11-18,ema_pullback,PSB,30.84,30.84000015258789,30.93,32.07,30.01,0.63,53.02,30.9,2025-11-21,stop_loss,-2.8803,3
2025-11-18,ema_pullback,PUNJABCHEM,1347.8,1347.800048828125,1346.37,1401.71,1307.37,0.37,52.45,,,stale_entry,,
2025-11-18,ema_pullback,RACLGEAR,1086.13,1086.1253662109375,1088.55,1129.57,1056.22,0.42,51.28,1086.1254,2025-11-24,stop_loss,-2.7534,6
2025-11-18,ema_pullback,RADICO,3290.8,3290.800048828125,3238.31,3422.43,3192.08,0.65,60.66,,,stale_entry,,
2025-11-18,ema_pullback,RAMCOSYS,618.35,618.3499755859375,607.61,643.08,599.8,0.39,56.94,,,stale_entry,,
2025-11-18,ema_pullback,RCF,150.8,150.79721069335938,150.18,156.83,146.27,4.64,55.13,,,stale_entry,,
2025-11-18,ema_pullback,RELIGARE,262.4,262.3999938964844,262.41,272.9,254.61,0.64,54.25,262.4,2025-11-21,stop_loss,-2.9687,3
2025-11-18,ema_pullback,REPCOHOME,418.08,418.0817260742188,420.06,434.8,407.58,0.84,53.75,418.0817,2025-11-21,stop_loss,-2.5119,3
2025-11-18,ema_pullback,RMDRIP,78.5,78.5,78.95,81.64,76.61,0.26,54.1,78.5,2025-11-26,target_hit,4.0,8
2025-11-18,ema_pullback,ROML,53.13,53.130001068115234,52.46,55.26,51.54,1.84,53.55,,,stale_entry,,
2025-11-18,ema_pullback,ROSSTECH,671.25,671.25,677.16,698.1,657.04,0.38,49.67,671.25,2025-11-20,target_hit,4.0,2
2025-11-18,ema_pullback,RPTECH,337.4,337.3999938964844,334.92,350.9,327.28,0.92,56.73,,,stale_entry,,
2025-11-18,ema_pullback,SALASAR,10.5,10.5,9.99,10.92,10.18,1.71,61.76,,,stale_entry,,
2025-11-18,ema_pullback,SALONA,270.25,270.25,272.07,281.06,263.99,0.08,53.15,270.25,2025-11-21,target_hit,4.0,3
2025-11-18,ema_pullback,SAMMAANCAP,182.76,182.759994506836,180.14,190.07,177.28,0.44,60.13,,,stale_entry,,
2025-11-18,ema_pullback,SANDHAR,552.55,552.5499877929688,539.68,574.65,535.97,1.42,58.48,,,stale_entry,,
2025-11-18,ema_pullback,SANGINITA,10.68,10.68000030517578,10.7,11.11,10.39,0.37,52.9,10.68,2025-11-20,stop_loss,-2.7154,2
2025-11-18,ema_pullback,SANSERA,1546.9,1546.9000244140625,1531.45,1608.78,1500.49,1.02,60.7,,,stale_entry,,
2025-11-18,ema_pullback,SATIN,155.49,155.49000549316406,153.25,161.71,150.83,1.74,61.5,,,stale_entry,,
2025-11-18,ema_pullback,SCHAEFFLER,4140.5,4140.5,4122.99,4306.12,4016.28,0.37,54.64,,,stale_entry,,
2025-11-18,ema_pullback,SENORES,797.35,797.3499755859375,781.18,829.24,773.43,0.5,58.96,,,stale_entry,,
2025-11-18,ema_pullback,SHREEPUSHK,417.45,417.4500122070313,408.99,434.15,404.93,0.89,55.55,,,stale_entry,,
2025-11-18,ema_pullback,SHREERAMA,56.73,56.72999954223633,56.55,59.0,55.03,0.82,51.54,,,stale_entry,,
2025-11-18,ema_pullback,SHRIPISTON,2722.41,2722.411376953125,2709.63,2831.31,2640.74,0.7,56.57,,,stale_entry,,
2025-11-18,ema_pullback,TATACOMM,1880.9,1880.9000244140625,1881.59,1956.14,1825.7,0.42,54.9,1880.9,2025-11-25,stop_loss,-2.9348,7
2025-11-18,ema_pullback,TBOTEK,1621.4,1621.4000244140625,1594.57,1686.26,1572.76,0.31,57.25,,,stale_entry,,
2025-11-18,ema_pullback,TIMKEN,3098.3,3098.300048828125,3079.92,3222.23,3005.35,1.5,57.97,,,stale_entry,,
2025-11-18,ema_pullback,TORNTPOWER,1299.63,1299.6331787109375,1301.82,1351.62,1263.15,0.54,53.14,1299.6333,2025-12-03,timeout,-0.8301,15
2025-11-18,ema_pullback,TOUCHWOOD,107.31,107.30999755859376,104.81,111.6,104.09,0.54,58.92,,,stale_entry,,
2025-11-18,ema_pullback,TRIVENI,362.24,362.2409362792969,362.45,376.73,351.68,0.47,56.66,,,stale_entry,,
2025-11-18,ema_pullback,UJJIVANSFB,52.97,52.970001220703125,52.07,55.09,51.38,0.36,59.05,,,stale_entry,,
2025-11-18,ema_pullback,UNIENTER,152.8,152.8000030517578,153.5,158.91,148.94,0.35,52.2,152.8,2025-11-24,stop_loss,-2.5262,6
2025-11-18,ema_pullback,UNIPARTS,485.91,485.9129333496094,483.13,505.35,471.34,0.43,55.65,,,stale_entry,,
2025-11-18,ema_pullback,VMART,832.25,832.25,836.02,865.54,811.19,0.83,52.15,832.25,2025-11-20,stop_loss,-2.5305,2
2025-11-18,ema_pullback,WELCORP,903.2,903.2000122070312,910.66,939.33,883.61,0.28,52.03,908.5,2025-11-20,stop_loss,-2.7397,2
2025-11-18,ema_pullback,WELINV,1211.7,1211.699951171875,1176.5,1260.17,1175.35,5.06,56.37,,,stale_entry,,
2025-11-18,ema_pullback,YESBANK,22.99,22.989999771118164,22.91,23.91,22.3,0.75,56.79,,,stale_entry,,
2025-11-18,ema_pullback,ZOTA,1574.6,1574.5999755859375,1558.7,1637.58,1527.36,0.28,56.51,,,stale_entry,,
2025-11-19,ema_pullback,ADANIGREEN,1069.9,1069.9000244140625,1078.4,1112.7,1046.36,0.45,51.61,1074.0,2025-11-21,stop_loss,-2.5736,2
2025-11-19,ema_pullback,ADOR,1092.4,1092.4000244140625,1083.41,1136.1,1059.63,0.83,54.63,,,stale_entry,,
2025-11-19,ema_pullback,AEROFLEX,183.95,183.9499969482422,184.12,191.31,178.65,0.33,53.16,184.1,2025-11-21,stop_loss,-2.9604,2
2025-11-19,ema_pullback,AJANTPHARM,2517.7,2517.699951171875,2516.86,2618.41,2442.17,0.53,53.96,2516.86,2025-12-03,target_hit,4.0348,14
2025-11-19,ema_pullback,AJMERA,205.26,205.259994506836,204.81,213.47,199.1,0.7,53.48,,,stale_entry,,
2025-11-19,ema_pullback,APOLLOTYRE,519.03,519.0344848632812,515.19,539.8,503.46,0.75,57.51,,,stale_entry,,
2025-11-19,ema_pullback,AXISCADES,1525.4,1525.4000244140625,1525.29,1586.42,1479.99,1.35,51.0,,,stale_entry,,
2025-11-19,ema_pullback,AZAD,1672.0,1672.0,1663.42,1738.88,1621.84,3.69,54.55,,,stale_entry,,
2025-11-19,ema_pullback,BALAJITELE,121.66,121.66000366210938,120.95,126.53,118.01,2.14,52.7,,,stale_entry,,
2025-11-19,ema_pullback,BANCOINDIA,776.53,776.5264892578125,768.79,807.59,753.23,1.04,54.88,,,stale_entry,,
2025-11-19,ema_pullback,BEL,421.41,421.406005859375,420.87,438.26,408.76,0.61,55.57,,,stale_entry,,
2025-11-19,ema_pullback,BIL,834.8,834.7999877929688,842.84,868.19,817.8,0.22,50.71,,,stale_entry,,
2025-11-19,ema_pullback,BSOFT,391.3,391.2999877929688,381.36,406.95,379.56,0.93,60.65,,,stale_entry,,
2025-11-19,ema_pullback,CDSL,1622.8,1622.800048828125,1619.07,1687.71,1574.12,0.81,55.11,,,stale_entry,,
2025-11-19,ema_pullback,CENTRALBK,39.22,39.21800994873047,38.75,40.79,38.04,0.81,57.07,,,stale_entry,,
2025-11-19,ema_pullback,CRAFTSMAN,6776.5,6776.5,6834.14,7047.56,6631.14,0.3,51.05,6776.5,2025-11-24,stop_loss,-2.1451,5
2025-11-19,ema_pullback,CSBBANK,421.4,421.3999938964844,422.04,438.26,409.51,0.31,56.07,421.6,2025-11-21,stop_loss,-2.8676,2
2025-11-19,ema_pullback,CYBERMEDIA,17.94,17.940000534057617,17.79,18.66,17.4,1.16,54.1,,,not_filled,,
2025-11-19,ema_pullback,DABUR,517.55,517.5499877929688,518.79,538.25,503.38,0.95,54.7,,,stale_entry,,
2025-11-19,ema_pullback,DATAMATICS,900.05,900.0499877929688,905.5,936.05,878.61,0.22,50.85,,,stale_entry,,
2025-11-19,ema_pullback,DIACABS,152.46,152.4600067138672,151.15,158.56,147.89,0.96,54.69,,,stale_entry,,
2025-11-19,ema_pullback,DOMS,2557.7,2557.699951171875,2571.72,2660.01,2495.33,0.36,51.77,2558.6001,2025-11-24,stop_loss,-2.4728,5
2025-11-19,ema_pullback,DONEAR,99.88,99.87999725341795,100.06,103.88,97.09,0.38,53.99,100.0,2025-11-27,target_hit,3.88,8
2025-11-19,ema_pullback,EICHERMOT,6896.5,6896.5,6940.38,7172.36,6734.23,0.93,51.91,6906.0,2025-11-21,target_hit,3.8569,2
2025-11-19,ema_pullback,ETHOSLTD,2852.2,2852.199951171875,2878.47,2966.29,2792.97,0.24,52.49,2860.0,2025-11-24,target_hit,3.7164,5
2025-11-19,ema_pullback,FORCEMOT,17618.0,17618.0,17636.29,18322.72,17112.44,0.65,52.25,,,stale_entry,,
2025-11-19,ema_pullback,GAIL,178.49,178.48655700683594,178.32,185.63,173.13,0.37,57.38,,,stale_entry,,
2025-11-19,ema_pullback,GENUSPOWER,334.55,334.54998779296875,336.09,347.93,326.11,0.36,52.26,,,stale_entry,,
2025-11-19,ema_pullback,GMMPFAUDLR,1240.1,1240.0999755859375,1232.79,1289.7,1202.9,0.25,57.32,,,stale_entry,,
2025-11-19,ema_pullback,HAPPYFORGE,1033.5,1033.5,1021.14,1074.84,1002.5,0.74,59.8,,,stale_entry,,
2025-11-19,ema_pullback,HCG,747.45,747.4500122070312,746.02,777.35,725.03,0.29,55.83,,,stale_entry,,
2025-11-19,ema_pullback,HDFCBANK,994.6,994.5999755859376,1000.15,1034.38,970.44,1.03,54.82,995.3,2025-12-04,timeout,0.1909,15
2025-11-19,ema_pullback,HDFCLIFE,761.1,761.0999755859375,765.97,791.54,743.22,0.42,51.87,761.1,2025-12-04,timeout,-0.0394,15
2025-11-19,ema_pullback,HNDFDS,543.25,543.25,543.62,564.98,527.47,1.02,55.75,543.25,2025-12-01,stop_loss,-2.9047,12
2025-11-19,ema_pullback,HUDCO,235.88,235.8787841796875,232.49,245.31,228.8,0.95,56.72,,,stale_entry,,
2025-11-19,ema_pullback,ICICIGI,2041.7,2041.699951171875,2026.71,2123.37,1980.45,1.12,58.35,,,stale_entry,,
2025-11-19,ema_pullback,IDFCFIRSTB,79.61,79.61000061035156,80.05,82.79,77.67,0.66,55.5,79.61,2025-11-24,stop_loss,-2.4369,5
2025-11-19,ema_pullback,INDIACEM,416.9,416.8999938964844,399.52,433.58,404.39,1.15,59.38,,,stale_entry,,
2025-11-19,ema_pullback,INDIASHLTR,888.85,888.8499755859375,883.35,924.4,862.18,0.81,52.38,,,stale_entry,,
2025-11-19,ema_pullback,INDIGO,5758.5,5758.5,5803.74,5988.84,5631.35,0.97,50.89,5761.5,2025-12-03,stop_loss,-2.259,14
2025-11-19,ema_pullback,INDIGRID,163.85,163.85313415527344,164.4,170.41,159.52,2.8,52.74,163.8531,2025-12-04,timeout,0.417,15
2025-11-19,ema_pullback,INFY,1541.1,1541.0999755859375,1515.62,1602.74,1494.87,1.2,59.33,,,stale_entry,,
2025-11-19,ema_pullback,INTELLECT,1142.8,1142.800048828125,1099.92,1188.51,1108.52,4.18,59.72,,,stale_entry,,
2025-11-19,ema_pullback,IOB,40.12,40.119998931884766,40.05,41.72,38.92,0.77,53.67,,,stale_entry,,
2025-11-19,ema_pullback,IRB,43.89,43.88777923583984,44.04,45.64,42.73,0.48,52.95,43.9277,2025-11-24,stop_loss,-2.7266,5
2025-11-19,ema_pullback,IZMO,981.5,981.5,901.02,1020.76,952.06,1.23,59.82,,,stale_entry,,
2025-11-19,ema_pullback,J&KBANK,108.87,108.87000274658205,107.76,113.22,105.6,1.5,57.11,,,stale_entry,,
2025-11-19,ema_pullback,JAYNECOIND,75.07,75.06999969482422,75.46,78.07,73.22,0.57,52.67,75.45,2025-11-21,stop_loss,-2.9556,2
2025-11-19,ema_pullback,JINDALPHOT,1460.5,1460.5,1379.6,1518.92,1416.68,8.65,61.93,,,stale_entry,,
2025-11-19,ema_pullback,JINDALSTEL,1071.0,1071.0,1073.82,1113.84,1041.93,0.6,54.8,,,stale_entry,,
2025-11-19,ema_pullback,KEI,4114.23,4114.22900390625,4126.75,4278.8,4004.17,0.35,52.83,4125.0159,2025-12-04,timeout,1.3366,15
2025-11-19,ema_pullback,KERNEX,1348.0,1348.0,1299.08,1401.92,1307.56,1.42,59.89,,,stale_entry,,
2025-11-19,ema_pullback,KPRMILL,1106.61,1106.60986328125,1085.69,1150.87,1073.41,1.01,58.2,,,stale_entry,,
2025-11-19,ema_pullback,LAMBODHARA,138.08,138.0800018310547,134.71,143.6,133.94,1.48,60.13,,,stale_entry,,
2025-11-19,ema_pullback,LUMAXIND,5096.2,5096.2001953125,5017.7,5300.05,4943.31,0.21,56.07,,,stale_entry,,
2025-11-19,ema_pullback,MAANALU,139.35,139.35000610351562,138.19,144.92,135.17,0.5,54.74,,,stale_entry,,
2025-11-19,ema_pullback,MAHABANK,60.22,60.22431945800781,58.41,62.63,58.42,1.39,60.54,,,stale_entry,,
2025-11-19,ema_pullback,MASFIN,312.82,312.8168640136719,310.65,325.33,303.43,1.61,55.52,,,stale_entry,,
2025-11-19,ema_pullback,MINDACORP,604.69,604.6865844726562,593.76,628.87,586.55,1.06,60.41,,,stale_entry,,
2025-11-19,ema_pullback,MUFIN,113.64,113.63999938964844,110.1,118.19,110.23,0.15,60.58,,,stale_entry,,
2025-11-19,ema_pullback,MUKANDLTD,137.52,137.52000427246094,136.62,143.02,133.39,0.33,54.24,,,stale_entry,,
2025-11-19,ema_pullback,NAM-INDIA,883.1,883.0999755859375,882.3,918.42,856.61,0.44,52.96,,,stale_entry,,
2025-11-19,ema_pullback,NAVNETEDUL,154.49,154.49000549316406,155.86,160.67,151.23,0.48,49.97,154.49,2025-11-21,stop_loss,-2.1102,2
2025-11-19,ema_pullback,NESTLEIND,1272.13,1272.131591796875,1269.09,1323.02,1233.97,0.8,61.81,,,stale_entry,,
2025-11-19,ema_pullback,NOIDATOLL,4.48,4.480000019073486,4.42,4.66,4.35,1.47,55.37,,,stale_entry,,
2025-11-19,ema_pullback,OIL,426.82,426.8171081542969,424.56,443.89,414.01,0.38,58.81,,,stale_entry,,
2025-11-19,ema_pullback,ONGC,243.28,243.2753295898437,242.54,253.01,235.98,0.81,58.58,,,stale_entry,,
2025-11-19,ema_pullback,PHOENIXLTD,1715.1,1715.0999755859375,1730.76,1783.7,1679.36,0.47,53.27,1715.1,2025-11-24,stop_loss,-2.0838,5
2025-11-19,ema_pullback,PNBHOUSING,908.85,908.8499755859376,914.9,945.2,887.73,0.81,53.75,912.8,2025-11-21,stop_loss,-2.7465,2
2025-11-19,ema_pullback,POLYCAB,7688.0,7688.0,7709.85,7995.52,7480.85,0.58,54.43,7700.0,2025-11-24,stop_loss,-2.8461,5
2025-11-19,ema_pullback,PSB,31.28,31.280000686645508,30.99,32.53,30.34,0.7,56.75,,,stale_entry,,
2025-11-19,ema_pullback,PUNJABCHEM,1353.5,1353.5,1348.34,1407.64,1312.9,0.22,53.24,1348.34,2025-11-24,stop_loss,-2.6284,5
2025-11-19,ema_pullback,RAMCOSYS,625.65,625.6500244140625,609.92,650.68,606.88,0.93,58.47,,,stale_entry,,
2025-11-19,ema_pullback,RAMKY,629.85,629.8499755859375,635.06,655.04,616.2,1.46,51.8,630.15,2025-11-21,stop_loss,-2.2138,2
2025-11-19,ema_pullback,RCF,148.77,148.77268981933594,150.19,154.72,145.73,0.75,50.56,148.8521,2025-11-21,stop_loss,-2.0974,2
2025-11-19,ema_pullback,RMDRIP,80.11,80.11000061035156,79.14,83.31,77.71,0.29,59.45,,,stale_entry,,
2025-11-19,ema_pullback,ROML,51.97,51.970001220703125,52.46,54.05,50.9,1.61,50.51,51.98,2025-11-21,stop_loss,-2.0777,2
2025-11-19,ema_pullback,ROSSTECH,714.4,714.4000244140625,681.38,742.98,692.97,2.19,57.76,,,stale_entry,,
2025-11-19,ema_pullback,RPTECH,334.3,334.29998779296875,335.18,347.67,325.22,0.64,53.73,335.0,2025-11-21,stop_loss,-2.9194,2
2025-11-19,ema_pullback,RRKABEL,1360.8,1360.800048828125,1367.19,1415.23,1326.58,0.18,53.46,,,stale_entry,,
2025-11-19,ema_pullback,RUBYMILLS,232.36,232.3600006103516,228.9,241.65,225.39,1.43,56.91,,,stale_entry,,
2025-11-19,ema_pullback,SAIL,139.99,139.99000549316406,140.16,145.59,135.99,0.4,55.43,139.99,2025-11-21,stop_loss,-2.8574,2
2025-11-19,ema_pullback,SALONA,269.65,269.6499938964844,272.1,280.44,264.01,1.32,52.47,269.65,2025-11-21,target_hit,4.0015,2
2025-11-19,ema_pullback,SANDHAR,540.45,540.4500122070312,540.27,562.07,524.24,0.69,54.09,,,stale_entry,,
2025-11-19,ema_pullback,SANGAMIND,450.3,450.2999877929688,450.49,468.31,437.11,0.31,53.77,450.3,2025-12-01,stop_loss,-2.9292,12
2025-11-19,ema_pullback,SASTASUNDR,319.25,319.25,302.54,332.02,309.67,2.04,61.61,,,stale_entry,,
2025-11-19,ema_pullback,SATIN,152.35,152.35000610351562,153.31,158.44,148.76,0.88,52.82,152.52,2025-11-21,stop_loss,-2.4653,2
2025-11-19,ema_pullback,SCHAEFFLER,4108.8,4108.7998046875,4125.55,4273.15,4003.01,0.7,52.4,4108.7998,2025-11-21,stop_loss,-2.5747,2
2025-11-19,ema_pullback,SENORES,790.95,790.9500122070312,782.86,822.59,767.22,0.49,56.92,,,stale_entry,,
2025-11-19,ema_pullback,SHREDIGCEM,90.27,90.2699966430664,91.12,93.88,88.42,0.74,50.91,90.27,2025-12-04,timeout,-0.1662,15
2025-11-19,ema_pullback,SHREEPUSHK,410.6,410.6000061035156,409.53,427.02,398.28,0.41,52.43,,,stale_entry,,
2025-11-19,ema_pullback,SHREERAMA,56.43,56.43000030517578,56.6,58.69,54.91,0.57,50.51,56.43,2025-11-21,stop_loss,-2.6936,2
2025-11-19,ema_pullback,SHREMINVIT,95.01,95.00984954833984,95.22,98.81,92.39,1.15,58.76,95.0098,2025-11-27,stop_loss,-2.7575,8
2025-11-19,ema_pullback,SHRIPISTON,2723.21,2723.210205078125,2713.51,2832.14,2641.51,1.0,56.67,,,stale_entry,,
2025-11-19,ema_pullback,SIMPLEXINF,299.65,299.6499938964844,292.01,311.64,290.66,1.12,57.37,,,stale_entry,,
2025-11-19,ema_pullback,SKYGOLD,354.6,354.6000061035156,352.41,368.78,343.96,0.57,56.32,,,stale_entry,,
2025-11-19,ema_pullback,STEELCAS,225.06,225.0628967285156,220.77,234.07,218.31,0.44,55.88,,,stale_entry,,
2025-11-19,ema_pullback,SUNDARMFIN,4699.43,4699.4267578125,4720.32,4887.4,4580.11,1.05,53.32,4711.7895,2025-11-28,stop_loss,-2.7947,9
2025-11-19,ema_pullback,TATACOMM,1875.5,1875.5,1882.8,1950.52,1826.87,0.45,54.05,,,stale_entry,,
2025-11-19,ema_pullback,TATACONSUM,1162.1,1162.0999755859375,1172.37,1208.58,1137.55,1.34,51.59,1164.9,2025-12-03,stop_loss,-2.3478,14
